HCPCS,MOD,DESCRIPTION,STATUS CODE,WORK RVU,NON-FAC PE RVU,NON-FAC NA INDICATOR,FACILITY PE RVU,FACILITY NA INDICATOR,MP RVU,NON-FACILITY TOTAL,FACILITY TOTAL,PCTC IND,GLOB DAYS,PRE OP,INTRA OP,POST OP,MULT PROC,BILAT SURG,ASST SURG,CO-SURG,TEAM SURG,ENDO BASE,CONV FACTOR,PHYSICIAN SUPERVISION OF DIAGNOSTIC PROCEDURES,CALCULATION FLAG,DIAGNOSTIC IMAGING FAMILY INDICATOR,PE USED FOR OPPS PAYMENT AMOUNT,PE USED FOR OPPS PAYMENT AMOUNT,MP USED FOR OPPS PAYMENT AMOUNT
A4413,,2 pc drainable ost pouch,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4414,,Ost sknbar w/o conv<=4 sq in,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4415,,Ost skn barr w/o conv >4 sqi,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4416,,Ost pch clsd w barrier/filtr,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4417,,Ost pch w bar/bltinconv/fltr,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4418,,Ost pch clsd w/o bar w filtr,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4419,,Ost pch for bar w flange/flt,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4420,,Ost pch clsd for bar w lk fl,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4421,,Ostomy supply misc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4422,,Ost pouch absorbent material,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4423,,Ost pch for bar w lk fl/fltr,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4424,,Ost pch drain w bar & filter,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4425,,Ost pch drain for barrier fl,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4426,,Ost pch drain 2 piece system,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4427,,Ost pch drain/barr lk flng/f,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4428,,Urine ost pouch w faucet/tap,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4429,,Urine ost pouch w bltinconv,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4430,,Ost urine pch w b/bltin conv,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4431,,Ost pch urine w barrier/tapv,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4432,,Os pch urine w bar/fange/tap,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4433,,Urine ost pch bar w lock fln,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4434,,Ost pch urine w lock flng/ft,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4435,,1pc ost pch drain hgh output,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4450,,Non-waterproof tape,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4452,,Waterproof tape,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4455,,Adhesive remover per ounce,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4456,,"Adhesive remover, wipes",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4458,,Reusable enema bag,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4459,,"Manual pump enema, reusable",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4461,,Surgicl dress hold non-reuse,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4463,,Surgical dress holder reuse,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4465,,Non-elastic extremity binder,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4467,,Belt strap sleev grmnt cover,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4470,,Gravlee jet washer,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4480,,Vabra aspirator,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4481,,Tracheostoma filter,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4483,,Moisture exchanger,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4490,,Above knee surgical stocking,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4495,,Thigh length surg stocking,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4500,,Below knee surgical stocking,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4510,,Full length surg stocking,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4520,,Incontinence garment anytype,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4550,,Surgical trays,B,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4553,,"Nondisp underpads, all sizes",N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4554,,Disposable underpads,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4555,,Ca tx e-stim electr/transduc,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4556,,"Electrodes, pair",P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4557,,"Lead wires, pair",P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4558,,Conductive gel or paste,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4559,,Coupling gel or paste,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4561,,"Pessary rubber, any type",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4562,,"Pessary, non rubber,any type",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4565,,Slings,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4566,,Should sling/vest/abrestrain,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4570,,Splint,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4575,,Hyperbaric o2 chamber disps,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4580,,Cast supplies (plaster),I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4590,,Special casting material,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4595,,Tens suppl 2 lead per month,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4600,,"Sleeve, inter limb comp dev",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4601,,Lith ion non prosth recharge,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4602,,Replace lithium battery 1.5v,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4604,,Tubing with heating element,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4605,,Trach suction cath close sys,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4606,,Oxygen probe used w oximeter,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4608,,Transtracheal oxygen cath,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4611,,Heavy duty battery,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4612,,Battery cables,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4613,,Battery charger,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4614,,Hand-held pefr meter,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4615,,Cannula nasal,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4616,,Tubing (oxygen) per foot,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4617,,Mouth piece,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4618,,Breathing circuits,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4619,,Face tent,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4620,,Variable concentration mask,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4623,,Tracheostomy inner cannula,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4624,,Tracheal suction tube,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4625,,Trach care kit for new trach,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4626,,Tracheostomy cleaning brush,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4627,,Spacer bag/reservoir,N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4628,,Oropharyngeal suction cath,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4629,,Tracheostomy care kit,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4630,,Repl bat t.e.n.s. own by pt,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4633,,Uvl replacement bulb,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4634,,Replacement bulb th lightbox,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4635,,Underarm crutch pad,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4636,,Handgrip for cane etc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4637,,Repl tip cane/crutch/walker,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4638,,Repl batt pulse gen sys,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4639,,Infrared ht sys replcmnt pad,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4640,,Alternating pressure pad,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4641,,Radiopharm dx agent noc,C,0,0,,0,,0,0,0,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
A4642,,In111 satumomab,C,0,0,,0,,0,0,0,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
A4648,,Implantable tissue marker,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4649,,Surgical supplies,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4650,,Implant radiation dosimeter,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4651,,Calibrated microcap tube,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4652,,Microcapillary tube sealant,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4653,,Pd catheter anchor belt,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4657,,Syringe w/wo needle,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4660,,Sphyg/bp app w cuff and stet,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4663,,Dialysis blood pressure cuff,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4670,,"Automatic bp monitor, dial",N,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4671,,Disposable cycler set,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4672,,"Drainage ext line, dialysis",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4673,,Ext line w easy lock connect,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4674,,"Chem/antisept solution, 8oz",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4680,,"Activated carbon filter, ea",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4690,,"Dialyzer, each",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4706,,Bicarbonate conc sol per gal,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4707,,Bicarbonate conc pow per pac,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4708,,Acetate conc sol per gallon,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4709,,Acid conc sol per gallon,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4714,,Treated water per gallon,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4719,,"""y set"" tubing",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4720,,Dialysat sol fld vol > 249cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4721,,Dialysat sol fld vol > 999cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4722,,Dialys sol fld vol > 1999cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4723,,Dialys sol fld vol > 2999cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4724,,Dialys sol fld vol > 3999cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4725,,Dialys sol fld vol > 4999cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4726,,Dialys sol fld vol > 5999cc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4728,,"Dialysate solution, non-dex",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4730,,"Fistula cannulation set, ea",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4736,,"Topical anesthetic, per gram",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4737,,Inj anesthetic per 10 ml,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4740,,Shunt accessory,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4750,,Art or venous blood tubing,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4755,,Comb art/venous blood tubing,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4760,,"Dialysate sol test kit, each",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4765,,Dialysate conc pow per pack,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4766,,Dialysate conc sol add 10 ml,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4770,,Blood collection tube/vacuum,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4771,,Serum clotting time tube,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4772,,Blood glucose test strips,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4773,,Occult blood test strips,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4774,,Ammonia test strips,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4802,,Protamine sulfate per 50 mg,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4860,,Disposable catheter tips,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4870,,Plumb/elec wk hm hemo equip,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4890,,Repair/maint cont hemo equip,R,0,0,,0,,0,0,0,0,XXX,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
A4911,,Drain bag/bottle,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4913,,Misc dialysis supplies noc,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4918,,Venous pressure clamp,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4927,,Non-sterile gloves,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4928,,Surgical mask,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4929,,"Tourniquet for dialysis, ea",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4930,,"Sterile, gloves per pair",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4931,,Reusable oral thermometer,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A4932,,Reusable rectal thermometer,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5051,,Pouch clsd w barr attached,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5052,,Clsd ostomy pouch w/o barr,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5053,,Clsd ostomy pouch faceplate,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5054,,Clsd ostomy pouch w/flange,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5055,,Stoma cap,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5056,,1 pc ost pouch w filter,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5057,,1 pc ost pou w built-in conv,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5061,,Pouch drainable w barrier at,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5062,,Drnble ostomy pouch w/o barr,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5063,,Drain ostomy pouch w/flange,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5071,,Urinary pouch w/barrier,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5072,,Urinary pouch w/o barrier,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5073,,Urinary pouch on barr w/flng,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5081,,"Stoma plug or seal, any type",P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5082,,Continent stoma catheter,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5083,,Stoma absorptive cover,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5093,,Ostomy accessory convex inse,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5102,,Bedside drain btl w/wo tube,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5105,,Urinary suspensory,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5112,,Urinary leg bag,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5113,,Latex leg strap,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5114,,Foam/fabric leg strap,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5120,,"Skin barrier, wipe or swab",X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5121,,Solid skin barrier 6x6,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5122,,Solid skin barrier 8x8,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5126,,Disk/foam pad +or- adhesive,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5131,,Appliance cleaner,P,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5200,,Percutaneous catheter anchor,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5500,,Diab shoe for density insert,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5501,,Diabetic custom molded shoe,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5503,,Diabetic shoe w/roller/rockr,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5504,,Diabetic shoe with wedge,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5505,,Diab shoe w/metatarsal bar,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
A5506,,Diabetic shoe w/off set heel,X,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
